Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
532cdb0e,Hyundai Ioniq 5,NMC,72.6,53,751,22.6,0.77,1.94,Moderate,0.0455,91.2,Healthy
3233396c,Wuling Air EV,LFP,26.0,94,614,36.9,0.46,1.13,Moderate,0.032,94.39,Healthy
7dcfc88d,BYD Atto 3,LFP,60.0,15,73,10.7,0.1,1.72,Aggressive,0.0224,99.03,Healthy
c67055de,Ford Mustang Mach-E,NMC,88.0,56,426,23.8,0.32,1.07,Moderate,0.0313,95.83,Healthy
3ea59335,Wuling Air EV,LFP,26.0,37,285,26.3,0.92,1.12,Moderate,0.0239,98.06,Healthy
a150a072,Hyundai Ioniq 5,NMC,72.6,82,692,8.9,0.85,0.96,Moderate,0.0439,92.43,Healthy
ea222ac1,Ford Mustang Mach-E,NMC,88.0,50,687,10.6,0.4,1.76,Moderate,0.0369,94.59,Healthy
10db7dda,BYD Atto 3,LFP,60.0,52,318,24.6,0.51,2.05,Moderate,0.0242,97.77,Healthy
1fd15ba3,Hyundai Ioniq 5,NMC,72.6,56,679,25.4,0.18,2.21,Moderate,0.0368,94.18,Healthy
ae481348,Hyundai Ioniq 5,NMC,72.6,67,807,20.8,0.3,1.84,Moderate,0.0443,91.9,Healthy
ca3e46f2,Tesla Model 3,NMC,75.0,34,442,16.9,0.58,1.81,Aggressive,0.038,93.82,Healthy
992e1864,Tesla Model 3,NMC,75.0,84,1060,14.1,0.41,0.86,Conservative,0.0474,90.46,Healthy
1ef72e0c,Tesla Model 3,NMC,75.0,87,632,35.7,0.31,1.63,Moderate,0.0422,92.82,Healthy
a9f2bb1b,Hyundai Ioniq 5,NMC,72.6,95,1068,15.4,1.0,1.33,Moderate,0.0609,86.48,Healthy
0e17da97,Tesla Model 3,NMC,75.0,21,128,9.8,0.87,1.52,Conservative,0.0237,98.91,Healthy
3c208b3e,Tesla Model 3,NMC,75.0,75,855,32.6,0.11,1.33,Moderate,0.0439,92.09,Healthy
8ef0653f,Ford Mustang Mach-E,NMC,88.0,80,550,20.0,0.94,0.52,Moderate,0.0398,93.19,Healthy
15f72bfc,Wuling Air EV,LFP,26.0,56,721,15.2,0.69,1.19,Aggressive,0.0321,94.15,Healthy
f3aa58bc,Hyundai Ioniq 5,NMC,72.6,84,819,26.2,0.27,0.74,Moderate,0.0395,93.02,Healthy
ce5bbb6f,BYD Atto 3,LFP,60.0,58,343,27.3,0.9,1.73,Moderate,0.0242,97.85,Healthy
ca28b83f,Tesla Model 3,NMC,75.0,49,540,15.7,0.44,1.54,Conservative,0.0377,94.65,Healthy
f2ce0168,Tesla Model 3,NMC,75.0,26,256,21.3,0.54,1.77,Moderate,0.0297,97.38,Healthy
9976bc00,Wuling Air EV,LFP,26.0,30,303,25.2,0.25,1.54,Aggressive,0.0249,97.92,Healthy
de486a58,Wuling Air EV,LFP,26.0,93,579,17.7,0.74,2.38,Conservative,0.0284,95.85,Healthy
c45557b3,Hyundai Ioniq 5,NMC,72.6,33,342,27.8,0.26,0.62,Conservative,0.0291,97.06,Healthy
00f9ea0c,BYD Atto 3,LFP,60.0,15,222,19.2,0.05,1.12,Aggressive,0.0223,98.59,Healthy
eed784d9,Wuling Air EV,LFP,26.0,20,233,24.4,0.36,2.08,Conservative,0.0222,98.55,Healthy
b137e208,Tesla Model 3,NMC,75.0,74,972,21.0,0.8,2.45,Conservative,0.0475,90.55,Healthy
3dde3337,Tesla Model 3,NMC,75.0,94,378,40.3,0.6,2.46,Moderate,0.0401,93.2,Healthy
27cdfdb8,Ford Mustang Mach-E,NMC,88.0,78,1104,16.5,0.42,1.75,Conservative,0.049,90.31,Healthy
db999000,Hyundai Ioniq 5,NMC,72.6,29,263,23.5,0.4,1.46,Moderate,0.0259,97.6,Healthy
52b5be31,Wuling Air EV,LFP,26.0,4,26,25.6,0.8,0.91,Moderate,0.021,99.29,Healthy
db256a2d,Ford Mustang Mach-E,NMC,88.0,94,938,26.3,0.88,0.97,Aggressive,0.0572,87.57,Healthy
62217270,Hyundai Ioniq 5,NMC,72.6,32,135,6.2,0.51,1.68,Moderate,0.0261,97.85,Healthy
dcfc6473,BYD Atto 3,LFP,60.0,64,362,11.5,0.1,0.91,Aggressive,0.0264,97.03,Healthy
0d121766,BYD Atto 3,LFP,60.0,20,242,38.4,0.75,1.97,Moderate,0.0237,97.92,Healthy
ae6560d3,Tesla Model 3,NMC,75.0,74,738,25.8,0.38,2.17,Moderate,0.039,93.9,Healthy
c2a35029,Hyundai Ioniq 5,NMC,72.6,67,394,23.4,0.14,1.9,Moderate,0.0302,96.77,Healthy
bde84b0f,BYD Atto 3,LFP,60.0,76,401,32.7,0.19,1.51,Moderate,0.0222,98.43,Healthy
f0297564,BYD Atto 3,LFP,60.0,38,497,35.8,0.73,1.14,Aggressive,0.032,94.92,Healthy
7b28bf16,Ford Mustang Mach-E,NMC,88.0,48,264,24.8,0.9,1.73,Conservative,0.027,97.45,Healthy
10a72286,Wuling Air EV,LFP,26.0,43,296,26.7,0.79,1.09,Moderate,0.0252,97.85,Healthy
6cb0efa4,Hyundai Ioniq 5,NMC,72.6,87,916,15.9,0.55,2.41,Moderate,0.0439,91.84,Healthy
4bea1c56,Tesla Model 3,NMC,75.0,14,145,29.5,0.67,0.67,Conservative,0.0235,98.68,Healthy
ae605e6b,Hyundai Ioniq 5,NMC,72.6,12,169,27.2,0.25,2.49,Moderate,0.0239,99.11,Healthy
ebd55a1d,Hyundai Ioniq 5,NMC,72.6,89,539,32.1,0.88,0.95,Moderate,0.041,93.13,Healthy
0f07163c,Ford Mustang Mach-E,NMC,88.0,92,429,15.9,0.9,2.48,Moderate,0.0369,94.96,Healthy
8d7eb63f,Tesla Model 3,NMC,75.0,64,826,22.4,0.87,1.65,Moderate,0.0461,91.25,Healthy
bfba94a0,Wuling Air EV,LFP,26.0,81,460,22.1,0.97,2.48,Moderate,0.0261,96.57,Healthy
249437eb,BYD Atto 3,LFP,60.0,68,415,18.2,0.93,2.27,Moderate,0.0267,97.01,Healthy
d6444835,Hyundai Ioniq 5,NMC,72.6,40,475,22.7,0.29,2.15,Conservative,0.0306,96.04,Healthy
724cd944,Hyundai Ioniq 5,NMC,72.6,22,118,17.7,0.46,1.26,Moderate,0.0239,98.42,Healthy
2b33824d,Ford Mustang Mach-E,NMC,88.0,43,322,29.4,0.43,2.0,Conservative,0.0252,97.81,Healthy
f3781038,Tesla Model 3,NMC,75.0,3,16,39.5,0.67,2.31,Moderate,0.0185,100.0,Healthy
d9c40d90,Tesla Model 3,NMC,75.0,42,508,27.2,0.5,0.74,Aggressive,0.0379,93.86,Healthy
f53751f6,Wuling Air EV,LFP,26.0,25,218,39.2,0.71,1.71,Moderate,0.0237,97.41,Healthy
f0c9d5b1,BYD Atto 3,LFP,60.0,25,163,26.8,0.89,1.33,Conservative,0.0218,99.1,Healthy
244b948c,Wuling Air EV,LFP,26.0,56,679,27.3,0.15,1.84,Moderate,0.0294,95.65,Healthy
fd328595,Ford Mustang Mach-E,NMC,88.0,38,338,23.5,0.89,1.79,Aggressive,0.0347,95.19,Healthy
ead5b908,Wuling Air EV,LFP,26.0,17,90,20.6,0.68,2.32,Moderate,0.0203,99.65,Healthy
d62a96ca,BYD Atto 3,LFP,60.0,56,281,28.6,0.25,0.69,Moderate,0.0248,97.97,Healthy
8f130bf6,BYD Atto 3,LFP,60.0,55,724,21.3,0.46,0.74,Moderate,0.028,95.07,Healthy
d1195f24,BYD Atto 3,LFP,60.0,87,767,11.2,0.37,0.98,Aggressive,0.031,94.62,Healthy
8927d316,Tesla Model 3,NMC,75.0,6,81,13.9,0.51,1.49,Moderate,0.0277,97.91,Healthy
99f3c63f,Hyundai Ioniq 5,NMC,72.6,46,444,24.1,0.12,1.4,Moderate,0.0328,95.86,Healthy
9476f676,Tesla Model 3,NMC,75.0,40,344,21.4,0.12,0.96,Conservative,0.0297,97.18,Healthy
2220282d,Tesla Model 3,NMC,75.0,48,252,21.7,0.97,1.15,Moderate,0.0308,97.22,Healthy
5534121d,BYD Atto 3,LFP,60.0,71,528,23.4,0.89,2.13,Conservative,0.0234,96.97,Healthy
9cae72a7,Tesla Model 3,NMC,75.0,58,645,20.8,0.53,1.78,Aggressive,0.043,92.6,Healthy
749e7ee7,Wuling Air EV,LFP,26.0,88,1256,27.6,0.05,1.08,Moderate,0.0324,93.94,Healthy
0717fd93,BYD Atto 3,LFP,60.0,61,263,37.9,0.62,2.43,Conservative,0.0258,97.62,Healthy
44fdb7dd,BYD Atto 3,LFP,60.0,70,767,27.5,0.57,2.01,Aggressive,0.0291,95.68,Healthy
03277c0c,Hyundai Ioniq 5,NMC,72.6,12,51,34.3,0.1,2.45,Aggressive,0.0244,98.35,Healthy
9f1126bc,Tesla Model 3,NMC,75.0,42,575,37.6,0.75,1.61,Conservative,0.0418,92.79,Healthy
319cd701,Hyundai Ioniq 5,NMC,72.6,35,176,32.0,0.34,1.32,Moderate,0.0249,98.63,Healthy
028fd66b,Ford Mustang Mach-E,NMC,88.0,40,574,23.9,0.32,1.01,Moderate,0.0324,95.87,Healthy
404b7d79,Ford Mustang Mach-E,NMC,88.0,48,640,22.1,0.8,1.78,Moderate,0.0431,92.67,Healthy
ec007bc5,Wuling Air EV,LFP,26.0,44,268,21.4,0.87,1.65,Moderate,0.023,97.97,Healthy
540d4960,Hyundai Ioniq 5,NMC,72.6,43,399,43.8,0.92,1.49,Moderate,0.0411,92.67,Healthy
65b1f52b,Wuling Air EV,LFP,26.0,22,233,13.9,0.5,2.1,Aggressive,0.0233,98.25,Healthy
d2c0504d,BYD Atto 3,LFP,60.0,50,634,21.5,0.12,1.2,Conservative,0.0269,96.28,Healthy
0335d2ad,BYD Atto 3,LFP,60.0,74,926,36.3,0.31,2.35,Moderate,0.0326,93.32,Healthy
c0ddb335,BYD Atto 3,LFP,60.0,10,81,48.6,0.99,0.97,Moderate,0.0253,98.33,Healthy
a00fc61c,Ford Mustang Mach-E,NMC,88.0,43,188,21.5,0.71,1.17,Aggressive,0.0278,97.62,Healthy
855f42c3,Tesla Model 3,NMC,75.0,3,13,23.8,0.65,0.95,Moderate,0.0226,99.15,Healthy
7531cd09,Hyundai Ioniq 5,NMC,72.6,35,378,38.0,0.43,0.53,Moderate,0.0332,95.43,Healthy
89cbd78b,Hyundai Ioniq 5,NMC,72.6,13,60,18.0,0.65,2.42,Aggressive,0.021,99.74,Healthy
c4183edc,Wuling Air EV,LFP,26.0,13,111,15.4,0.17,2.23,Conservative,0.0217,99.73,Healthy
996101f8,Wuling Air EV,LFP,26.0,42,362,34.8,0.39,1.88,Moderate,0.0281,96.81,Healthy
8f948165,Ford Mustang Mach-E,NMC,88.0,65,863,18.2,0.06,0.82,Aggressive,0.0474,90.97,Healthy
e3cc2733,BYD Atto 3,LFP,60.0,33,304,18.7,0.59,2.39,Conservative,0.0225,98.47,Healthy
aca22116,Wuling Air EV,LFP,26.0,16,157,12.0,0.79,2.04,Conservative,0.0228,98.33,Healthy
2e5531d4,BYD Atto 3,LFP,60.0,55,473,18.1,0.04,0.67,Conservative,0.025,98.16,Healthy
292e1773,BYD Atto 3,LFP,60.0,12,168,19.9,0.71,2.37,Moderate,0.0216,99.46,Healthy
423100a0,Wuling Air EV,LFP,26.0,64,881,24.7,0.44,1.4,Conservative,0.0294,94.56,Healthy
25c5c024,BYD Atto 3,LFP,60.0,46,346,40.5,0.09,2.14,Conservative,0.0261,97.06,Healthy
fa36861d,Tesla Model 3,NMC,75.0,53,683,20.9,0.16,0.68,Moderate,0.033,94.87,Healthy
6a8852c0,BYD Atto 3,LFP,60.0,84,579,22.2,0.42,2.38,Conservative,0.026,96.15,Healthy
104b2d02,Hyundai Ioniq 5,NMC,72.6,27,252,12.3,0.4,1.29,Moderate,0.0266,97.54,Healthy
c55bdaef,Hyundai Ioniq 5,NMC,72.6,23,168,29.5,0.59,1.03,Moderate,0.0248,98.46,Healthy
5a6bace1,BYD Atto 3,LFP,60.0,32,222,14.0,0.18,1.39,Conservative,0.0231,98.9,Healthy
ae624947,Hyundai Ioniq 5,NMC,72.6,78,571,32.1,0.28,0.67,Aggressive,0.0397,93.22,Healthy
0d796e16,Tesla Model 3,NMC,75.0,1,13,12.7,0.71,0.61,Conservative,0.0208,99.99,Healthy
720d970d,Hyundai Ioniq 5,NMC,72.6,54,682,23.3,0.33,2.3,Conservative,0.0363,94.1,Healthy
ddfae47e,Hyundai Ioniq 5,NMC,72.6,75,581,38.6,0.43,1.34,Moderate,0.0405,92.66,Healthy
450f23e9,Ford Mustang Mach-E,NMC,88.0,45,673,22.7,0.94,1.49,Conservative,0.0413,92.73,Healthy
49ca08db,Tesla Model 3,NMC,75.0,62,685,16.6,0.14,0.87,Moderate,0.0359,94.98,Healthy
e51c6d05,BYD Atto 3,LFP,60.0,23,275,9.1,0.68,1.83,Conservative,0.0227,98.95,Healthy
70d6eb92,BYD Atto 3,LFP,60.0,78,334,17.7,0.36,2.28,Aggressive,0.0232,98.48,Healthy
b3b8fd3d,Ford Mustang Mach-E,NMC,88.0,64,949,31.7,0.27,1.09,Moderate,0.0464,90.95,Healthy
00e5b19f,Tesla Model 3,NMC,75.0,4,33,22.4,0.74,0.54,Conservative,0.0198,99.88,Healthy
b1d2cfee,Ford Mustang Mach-E,NMC,88.0,17,127,14.7,0.58,2.0,Moderate,0.0241,98.89,Healthy
be058908,Ford Mustang Mach-E,NMC,88.0,88,872,28.2,0.58,0.7,Conservative,0.0457,91.69,Healthy
f26a0ac2,BYD Atto 3,LFP,60.0,75,539,20.2,0.51,1.75,Conservative,0.0256,97.24,Healthy
092b1a34,Ford Mustang Mach-E,NMC,88.0,20,131,16.6,0.84,2.36,Conservative,0.0232,98.31,Healthy
7fccc92d,Ford Mustang Mach-E,NMC,88.0,95,595,25.3,0.78,1.64,Moderate,0.0416,92.38,Healthy
a4bf7850,Wuling Air EV,LFP,26.0,30,136,25.7,0.05,2.4,Moderate,0.0194,99.87,Healthy
85133da5,Wuling Air EV,LFP,26.0,56,337,32.0,0.96,2.13,Moderate,0.0269,96.93,Healthy
d32e452b,Hyundai Ioniq 5,NMC,72.6,56,775,31.6,0.21,2.36,Moderate,0.0416,92.97,Healthy
63665dbe,Hyundai Ioniq 5,NMC,72.6,30,217,11.0,0.99,2.16,Conservative,0.0274,97.44,Healthy
b62275e6,Hyundai Ioniq 5,NMC,72.6,79,342,34.9,0.58,2.3,Aggressive,0.035,95.43,Healthy
20c5e8c2,Ford Mustang Mach-E,NMC,88.0,71,412,21.1,0.01,2.19,Moderate,0.0283,97.12,Healthy
134e551b,Hyundai Ioniq 5,NMC,72.6,74,571,13.2,0.92,2.31,Moderate,0.0392,93.31,Healthy
6627702a,Ford Mustang Mach-E,NMC,88.0,66,322,25.4,0.68,1.05,Moderate,0.0309,96.5,Healthy
381a3b86,Tesla Model 3,NMC,75.0,96,701,18.3,0.64,1.76,Aggressive,0.0496,90.24,Healthy
1d1603d8,BYD Atto 3,LFP,60.0,26,333,3.7,0.07,1.88,Aggressive,0.0227,98.02,Healthy
fa1d7adf,Tesla Model 3,NMC,75.0,74,822,24.7,0.55,2.45,Conservative,0.0446,92.41,Healthy
2abf59b5,Tesla Model 3,NMC,75.0,23,124,27.1,0.67,0.71,Moderate,0.0243,98.77,Healthy
10d1464d,Wuling Air EV,LFP,26.0,82,873,29.1,0.99,1.13,Moderate,0.0351,91.74,Healthy
3cd64b46,Ford Mustang Mach-E,NMC,88.0,5,45,19.7,0.1,1.75,Conservative,0.0222,99.7,Healthy
9d8fa6e5,Hyundai Ioniq 5,NMC,72.6,69,535,31.6,0.41,1.19,Aggressive,0.0401,92.53,Healthy
668b4941,Wuling Air EV,LFP,26.0,32,171,36.8,0.78,0.89,Conservative,0.0212,99.23,Healthy
b35f494d,Tesla Model 3,NMC,75.0,35,494,21.0,0.31,1.24,Moderate,0.0336,95.65,Healthy
730bf6d1,Hyundai Ioniq 5,NMC,72.6,89,1106,12.9,0.22,1.05,Moderate,0.0503,90.17,Healthy
5fd74817,Wuling Air EV,LFP,26.0,46,387,12.2,0.58,0.87,Conservative,0.0241,98.17,Healthy
41b2f6d8,Tesla Model 3,NMC,75.0,32,226,20.9,0.01,1.77,Moderate,0.0296,97.31,Healthy
3dd46182,Hyundai Ioniq 5,NMC,72.6,6,82,29.3,0.82,1.53,Moderate,0.0243,98.65,Healthy
fe64d3c3,Tesla Model 3,NMC,75.0,10,108,25.0,0.26,2.44,Moderate,0.0206,99.48,Healthy
aea38881,Tesla Model 3,NMC,75.0,79,766,7.1,0.62,0.98,Conservative,0.044,92.18,Healthy
17fa95fb,BYD Atto 3,LFP,60.0,66,885,23.4,0.29,0.98,Aggressive,0.0333,94.03,Healthy
dc0dc111,Tesla Model 3,NMC,75.0,51,626,31.1,0.37,1.77,Moderate,0.0415,93.04,Healthy
266eb5c7,Hyundai Ioniq 5,NMC,72.6,23,194,38.3,0.82,1.28,Moderate,0.0307,96.58,Healthy
c8c8abe5,Wuling Air EV,LFP,26.0,63,431,22.5,0.37,1.17,Moderate,0.0258,97.33,Healthy
33fbb8cb,Ford Mustang Mach-E,NMC,88.0,92,661,22.0,0.97,1.92,Moderate,0.0407,92.69,Healthy
21039231,Tesla Model 3,NMC,75.0,84,544,13.6,0.62,2.25,Aggressive,0.0396,93.78,Healthy
2fe63307,Tesla Model 3,NMC,75.0,45,573,34.0,0.82,1.58,Moderate,0.0401,92.79,Healthy
3ab83973,Ford Mustang Mach-E,NMC,88.0,73,1093,24.9,0.51,1.86,Conservative,0.0482,90.42,Healthy
9c90419f,Hyundai Ioniq 5,NMC,72.6,42,420,36.4,0.19,1.66,Moderate,0.0346,95.5,Healthy
8abb0597,BYD Atto 3,LFP,60.0,33,246,37.9,0.97,0.85,Aggressive,0.0283,96.7,Healthy
16b41b16,BYD Atto 3,LFP,60.0,70,430,17.1,0.13,2.2,Moderate,0.025,97.73,Healthy
a8072173,Wuling Air EV,LFP,26.0,52,722,43.4,0.03,0.64,Conservative,0.03,94.61,Healthy
e488187c,BYD Atto 3,LFP,60.0,16,164,26.4,0.37,0.98,Aggressive,0.0225,99.27,Healthy
206b022a,Wuling Air EV,LFP,26.0,19,202,17.9,0.6,2.48,Moderate,0.023,98.2,Healthy
8965d3ad,Wuling Air EV,LFP,26.0,74,561,18.6,0.74,2.17,Moderate,0.0292,95.93,Healthy
0575e549,Wuling Air EV,LFP,26.0,36,372,27.7,0.79,1.99,Conservative,0.027,96.54,Healthy
1ee3c4cc,Wuling Air EV,LFP,26.0,58,773,27.7,0.04,1.71,Aggressive,0.029,96.26,Healthy
d16b8a2d,Tesla Model 3,NMC,75.0,71,538,30.0,0.55,2.46,Moderate,0.0408,93.22,Healthy
e4f06397,Ford Mustang Mach-E,NMC,88.0,62,454,34.5,0.62,1.55,Moderate,0.0368,93.63,Healthy
e393c400,Tesla Model 3,NMC,75.0,85,1164,18.4,0.51,0.6,Moderate,0.0544,88.81,Healthy
d41353cf,Wuling Air EV,LFP,26.0,89,833,37.2,0.22,1.08,Conservative,0.0317,94.5,Healthy
90a80943,Tesla Model 3,NMC,75.0,65,545,26.4,0.34,0.67,Moderate,0.0363,94.46,Healthy
dc4d33d0,BYD Atto 3,LFP,60.0,85,1031,21.7,0.36,2.11,Moderate,0.0334,93.55,Healthy
02dbb807,BYD Atto 3,LFP,60.0,15,185,24.1,0.38,2.04,Aggressive,0.0231,98.56,Healthy
c450e7fc,Hyundai Ioniq 5,NMC,72.6,69,446,13.4,0.87,2.28,Moderate,0.0354,94.81,Healthy
211de80f,Hyundai Ioniq 5,NMC,72.6,15,68,46.0,0.54,0.92,Moderate,0.0237,98.68,Healthy
fcd08c59,BYD Atto 3,LFP,60.0,7,55,16.3,0.03,1.55,Conservative,0.0197,99.35,Healthy
8ae54855,BYD Atto 3,LFP,60.0,49,354,27.5,0.75,1.19,Moderate,0.0239,98.39,Healthy
909904c4,Tesla Model 3,NMC,75.0,22,231,28.7,0.84,1.93,Conservative,0.029,97.26,Healthy
8fe0331e,BYD Atto 3,LFP,60.0,72,609,14.5,0.63,1.44,Aggressive,0.0291,95.16,Healthy
27aa43bb,Hyundai Ioniq 5,NMC,72.6,3,33,22.2,0.38,0.73,Moderate,0.0196,100.0,Healthy
91bab0c0,Tesla Model 3,NMC,75.0,24,228,9.3,0.71,0.84,Conservative,0.024,98.37,Healthy
24ca0a3d,Tesla Model 3,NMC,75.0,65,578,25.5,0.7,1.36,Aggressive,0.0433,92.41,Healthy
25e31046,Wuling Air EV,LFP,26.0,65,736,35.8,0.84,2.48,Moderate,0.033,94.04,Healthy
c13c7084,BYD Atto 3,LFP,60.0,24,218,11.9,0.49,0.87,Moderate,0.023,98.04,Healthy
ae5f0c4a,Ford Mustang Mach-E,NMC,88.0,39,203,25.7,0.25,1.35,Moderate,0.026,97.19,Healthy
734301cd,Ford Mustang Mach-E,NMC,88.0,76,844,25.2,0.39,1.1,Aggressive,0.0476,90.28,Healthy
ff6682b1,Tesla Model 3,NMC,75.0,1,12,19.9,0.99,2.12,Moderate,0.0211,99.64,Healthy
915cc5f8,Tesla Model 3,NMC,75.0,58,538,26.4,0.81,1.84,Moderate,0.0365,94.25,Healthy
d40f4456,Tesla Model 3,NMC,75.0,69,557,27.7,0.58,1.44,Aggressive,0.0419,92.85,Healthy
e5d15be1,Wuling Air EV,LFP,26.0,18,191,30.1,0.37,0.52,Moderate,0.0214,98.91,Healthy
9d422ae4,BYD Atto 3,LFP,60.0,81,1022,13.1,0.14,2.34,Aggressive,0.033,93.61,Healthy
629e2892,Hyundai Ioniq 5,NMC,72.6,73,819,15.7,0.64,1.68,Moderate,0.0492,91.15,Healthy
39582156,Wuling Air EV,LFP,26.0,47,411,19.6,0.81,2.41,Conservative,0.0235,97.86,Healthy
4f0dccbc,Wuling Air EV,LFP,26.0,32,263,21.1,0.54,2.38,Moderate,0.0253,98.55,Healthy
0eded3c8,Ford Mustang Mach-E,NMC,88.0,16,87,21.6,0.13,1.98,Conservative,0.0237,99.7,Healthy
ef4ad801,BYD Atto 3,LFP,60.0,33,229,37.5,0.92,1.14,Conservative,0.0258,97.26,Healthy
2a9efe42,Hyundai Ioniq 5,NMC,72.6,1,4,22.0,0.87,1.49,Aggressive,0.0219,100.0,Healthy
76ac9bc5,Wuling Air EV,LFP,26.0,7,55,20.9,0.61,0.77,Aggressive,0.0195,100.0,Healthy
76fbf065,Hyundai Ioniq 5,NMC,72.6,22,301,26.4,0.87,1.67,Moderate,0.033,96.2,Healthy
96d31bf1,Hyundai Ioniq 5,NMC,72.6,70,718,30.2,0.4,1.97,Moderate,0.0415,92.82,Healthy
65672abd,Tesla Model 3,NMC,75.0,62,661,4.3,0.63,1.34,Conservative,0.037,93.86,Healthy
5663d103,Hyundai Ioniq 5,NMC,72.6,37,303,29.6,0.58,1.12,Conservative,0.0287,97.08,Healthy
ee48ab4b,BYD Atto 3,LFP,60.0,74,1085,13.7,0.59,2.29,Moderate,0.031,93.79,Healthy
3e97bf38,Wuling Air EV,LFP,26.0,82,794,16.3,0.46,0.76,Moderate,0.0307,95.14,Healthy
eb4cf3ea,Ford Mustang Mach-E,NMC,88.0,58,819,34.5,0.62,1.33,Moderate,0.051,89.85,Healthy
75a35d39,Wuling Air EV,LFP,26.0,78,1116,14.8,0.11,1.88,Moderate,0.0323,94.14,Healthy
1059d784,Tesla Model 3,NMC,75.0,73,861,34.8,0.84,0.85,Aggressive,0.063,85.44,Healthy
02331fec,Hyundai Ioniq 5,NMC,72.6,32,295,32.8,0.8,1.09,Conservative,0.0311,96.96,Healthy
26a5348f,Hyundai Ioniq 5,NMC,72.6,65,696,16.7,0.99,1.54,Moderate,0.0452,91.89,Healthy
9ae0bebf,Tesla Model 3,NMC,75.0,54,336,14.1,0.24,2.1,Aggressive,0.0336,95.49,Healthy
98ea9a05,Ford Mustang Mach-E,NMC,88.0,78,492,20.8,0.09,2.04,Moderate,0.0349,95.13,Healthy
a735662f,Hyundai Ioniq 5,NMC,72.6,23,142,14.4,0.93,1.43,Moderate,0.0266,97.93,Healthy
9604398d,Hyundai Ioniq 5,NMC,72.6,63,930,29.0,0.47,0.72,Moderate,0.0508,90.36,Healthy
e9f7c77a,Tesla Model 3,NMC,75.0,28,213,24.9,0.42,2.33,Moderate,0.0265,97.97,Healthy
aa9ce6b4,BYD Atto 3,LFP,60.0,70,462,21.7,0.3,1.33,Aggressive,0.029,96.92,Healthy
4924acaa,Hyundai Ioniq 5,NMC,72.6,77,602,20.7,0.72,0.66,Aggressive,0.0429,92.03,Healthy
99a288bc,Ford Mustang Mach-E,NMC,88.0,32,474,21.4,0.94,0.71,Moderate,0.0373,94.28,Healthy
bc6f590c,BYD Atto 3,LFP,60.0,11,73,16.4,0.59,1.36,Moderate,0.0217,99.98,Healthy
192f68e6,Tesla Model 3,NMC,75.0,50,557,42.5,0.12,1.11,Conservative,0.0385,93.22,Healthy
e544abee,Hyundai Ioniq 5,NMC,72.6,90,1320,15.4,0.46,2.17,Aggressive,0.0664,84.85,Healthy
f8c582d6,Wuling Air EV,LFP,26.0,79,954,8.3,0.73,1.26,Aggressive,0.0373,91.52,Healthy
90e2ca35,Wuling Air EV,LFP,26.0,1,8,30.0,0.53,1.04,Moderate,0.0234,98.75,Healthy
a604a95a,Tesla Model 3,NMC,75.0,77,327,36.8,0.24,1.71,Aggressive,0.0379,94.33,Healthy
367e6fc6,Hyundai Ioniq 5,NMC,72.6,29,134,22.4,0.45,1.08,Moderate,0.0233,98.85,Healthy
eb5a8308,Wuling Air EV,LFP,26.0,53,601,36.2,0.82,1.24,Conservative,0.0285,95.0,Healthy
36f54e9d,Tesla Model 3,NMC,75.0,14,181,36.9,0.71,0.89,Conservative,0.0276,97.59,Healthy
94d917c1,BYD Atto 3,LFP,60.0,52,304,28.7,0.22,1.92,Conservative,0.0243,97.49,Healthy
fd2d2216,BYD Atto 3,LFP,60.0,66,441,37.7,0.21,2.43,Moderate,0.0242,97.68,Healthy
bd8bf0bf,BYD Atto 3,LFP,60.0,78,852,32.8,0.36,1.97,Conservative,0.03,94.93,Healthy
7a746b4a,Ford Mustang Mach-E,NMC,88.0,58,254,20.5,0.9,1.71,Moderate,0.0334,95.77,Healthy
4b256bbf,Hyundai Ioniq 5,NMC,72.6,43,605,22.7,0.54,1.32,Aggressive,0.0418,92.95,Healthy
b5dd34b3,BYD Atto 3,LFP,60.0,19,276,34.3,0.45,1.38,Conservative,0.0248,98.08,Healthy
26a44e78,Tesla Model 3,NMC,75.0,64,312,30.6,0.92,2.33,Conservative,0.0291,96.89,Healthy
161d9066,Ford Mustang Mach-E,NMC,88.0,20,154,21.5,0.73,0.86,Moderate,0.024,98.78,Healthy
6fcea607,BYD Atto 3,LFP,60.0,11,73,39.0,0.79,2.42,Aggressive,0.0227,98.74,Healthy
5dd7bd88,Wuling Air EV,LFP,26.0,76,525,32.9,0.33,0.65,Conservative,0.0258,96.11,Healthy
654d1792,Tesla Model 3,NMC,75.0,11,96,24.2,0.18,2.49,Moderate,0.0221,99.3,Healthy
8ad483cc,BYD Atto 3,LFP,60.0,1,14,31.9,0.71,2.41,Moderate,0.0211,99.32,Healthy
075f8e7f,Hyundai Ioniq 5,NMC,72.6,33,456,35.3,0.71,0.86,Conservative,0.0333,95.31,Healthy
e3e94cba,Wuling Air EV,LFP,26.0,45,496,22.9,0.72,1.85,Moderate,0.0286,96.34,Healthy
433df1f2,BYD Atto 3,LFP,60.0,31,182,29.0,0.84,2.45,Moderate,0.0251,97.49,Healthy
